name,year,selling_price,km_driven,fuel,Company
Maruti Alto LX,2007,130000,78000,Petrol,Maruti
Mahindra Bolero Power,2017,660000,45000,Diesel,Mahindra
Maruti Alto K10,2015,240000,50000,Petrol,Maruti
Maruti Alto 800,2017,275000,58000,Petrol,Maruti
Toyota Innova 2.5,2012,750000,120000,Diesel,Toyota
Chevrolet Aveo U-VA,2007,65000,30000,Petrol,Chevrolet
Tata Safari Storme,2017,850000,162000,Diesel,Tata
Hyundai i20 1.2,2018,555000,25000,Petrol,Hyundai
Mahindra Scorpio 1.99,2015,825000,60000,Diesel,Mahindra
Maruti Swift Dzire,2009,185000,138000,Diesel,Maruti
Hyundai i10 Magna,2010,180000,70000,Petrol,Hyundai
Maruti Alto LXi,2010,160000,48000,Petrol,Maruti
Ford Endeavour 3.0L,2012,500000,110000,Diesel,Ford
Maruti Swift VDI,2014,375000,88000,Diesel,Maruti
Toyota Innova 2.5,2015,900000,68000,Diesel,Toyota
Hyundai Grand i10,2017,459999,70000,Petrol,Hyundai
Renault Duster 85PS,2014,480000,80000,Diesel,Renault
Maruti Swift VDI,2013,320000,100000,Diesel,Maruti
Maruti Swift VDI,2013,370000,96000,Diesel,Maruti
Maruti Ritz LDi,2016,400000,60000,Diesel,Maruti
Maruti Swift VDI,2014,425000,65000,Diesel,Maruti
Maruti Celerio ZXI,2014,325000,48000,Petrol,Maruti
Hyundai Grand i10,2016,350000,65300,Petrol,Hyundai
Hyundai i20 1.2,2018,600000,40000,Petrol,Hyundai
Chevrolet Beat Diesel,2012,120000,60000,Diesel,Chevrolet
Maruti Alto K10,2012,200000,70000,Petrol,Maruti
Maruti Alto LXi,2008,100000,70000,Petrol,Maruti
Hyundai Grand i10,2014,350000,70000,Diesel,Hyundai
Maruti Alto LXi,2006,85000,150000,Petrol,Maruti
Maruti Alto K10,2019,399000,10000,Petrol,Maruti
Hyundai Verna 1.6,2014,580000,56000,Diesel,Hyundai
Hyundai Grand i10,2014,380000,50000,Petrol,Hyundai
Ford Figo Diesel,2010,200000,120000,Diesel,Ford
Hyundai Grand i10,2017,500000,27500,Petrol,Hyundai
Maruti Ertiga VDI,2012,520000,73000,Diesel,Maruti
Maruti Swift Dzire,2017,650000,75000,Diesel,Maruti
Renault KWID Climber,2018,380000,5000,Petrol,Renault
Maruti Swift Dzire,2015,520000,70000,Diesel,Maruti
Maruti Swift Dzire,2015,610000,60000,Diesel,Maruti
Renault Duster 85PS,2013,490000,95000,Diesel,Renault
Hyundai EON Era,2015,229999,34000,Petrol,Hyundai
Hyundai Grand i10,2015,411000,25000,Petrol,Hyundai
Toyota Etios Cross,2014,550000,31000,Diesel,Toyota
Maruti Ritz VXi,2011,190000,47000,Petrol,Maruti
Hyundai Santro Magna,2019,499000,5000,Petrol,Hyundai
Maruti Eeco 7,2018,358000,44000,Petrol,Maruti
Toyota Etios Diesel,2012,278000,120000,Diesel,Toyota
Renault Fluence 1.5,2013,580000,67000,Diesel,Renault
Honda City VX,2019,1300000,20000,Petrol,Honda
Honda Amaze VX,2018,825000,40000,Diesel,Honda
Toyota Fortuner 4x4,2014,1700000,80000,Diesel,Toyota
Hyundai Santro Sportz,2018,490000,7000,Petrol,Hyundai
Mahindra XUV500 W4,2018,1050000,15000,Diesel,Mahindra
Chevrolet Beat LT,2016,210000,50000,Petrol,Chevrolet
Mahindra Scorpio Intelli,2016,1250000,30000,Diesel,Mahindra
Maruti Swift VDI,2012,320000,120000,Diesel,Maruti
Chevrolet Optra Magnum,2012,400000,64000,Diesel,Chevrolet
Maruti Ritz VDi,2013,320000,120000,Diesel,Maruti
Toyota Corolla Altis,2012,600000,85000,Diesel,Toyota
Maruti Alto K10,2012,275000,50000,Petrol,Maruti
Maruti Alto LXi,2009,170000,59000,Petrol,Maruti
Chevrolet Beat Diesel,2012,155000,98000,Diesel,Chevrolet
Renault Duster 85PS,2015,620000,140000,Diesel,Renault
Hyundai Grand i10,2017,530000,50000,Petrol,Hyundai
Toyota Etios Liva,2015,550000,40000,Diesel,Toyota
Honda City i,2014,600000,90000,Diesel,Honda
Mahindra XUV500 W4,2014,649000,117000,Diesel,Mahindra
Honda City i,2014,625000,90000,Diesel,Honda
Chevrolet Spark 1.0,2010,125000,70000,Petrol,Chevrolet
Chevrolet Tavera Neo,2009,305000,230000,Diesel,Chevrolet
Maruti SX4 ZXI,2010,285000,155000,Petrol,Maruti
Tata Xenon XT,2015,600000,60000,Diesel,Tata
Mahindra KUV 100,2016,426000,110000,Petrol,Mahindra
Tata Indica Vista,2010,180000,120000,Diesel,Tata
Hyundai Verna 1.6,2011,400000,100000,Diesel,Hyundai
Chevrolet Beat LS,2010,120000,40000,Petrol,Chevrolet
Tata Manza Aura,2012,300000,110000,Diesel,Tata
Maruti Alto K10,2011,190000,92500,Petrol,Maruti
Maruti Alto 800,2017,310000,20000,Petrol,Maruti
Renault KWID RXL,2019,380000,15000,Petrol,Renault
Mahindra Bolero Power,2019,740000,14000,Diesel,Mahindra
Maruti Alto K10,2017,320000,32000,Petrol,Maruti
Maruti Swift Dzire,2018,650000,35000,Petrol,Maruti
Maruti Swift Dzire,2017,651000,32500,Diesel,Maruti
Maruti Alto K10,2019,380000,14000,Petrol,Maruti
Chevrolet Beat Diesel,2014,160000,70000,Diesel,Chevrolet
Hyundai Verna VTVT,2019,1270000,20000,Petrol,Hyundai
Maruti Swift VDI,2015,405000,100000,Diesel,Maruti
Mahindra XUV500 W8,2015,850000,64800,Diesel,Mahindra
Mahindra Bolero Power,2017,680000,90000,Diesel,Mahindra
Hyundai Xcent 1.2,2014,426999,80000,Petrol,Hyundai
Hyundai Verna 1.4,2015,525000,248000,Diesel,Hyundai
Toyota Innova 2.5,2014,1019999,60000,Diesel,Toyota
Hyundai Elantra CRDi,2015,869999,120000,Diesel,Hyundai
Maruti Vitara Brezza,2016,700000,86000,Diesel,Maruti
Honda Civic 1.8,2007,175000,218463,Petrol,Honda
Toyota Innova 2.5,2012,960000,153000,Diesel,Toyota
Mahindra Thar CRDe,2014,525000,70000,Diesel,Mahindra
Hyundai Grand i10,2015,345000,60000,Diesel,Hyundai
Honda Amaze S,2015,390000,50000,Petrol,Honda
Chevrolet Sail 1.2,2014,310000,35000,Petrol,Chevrolet
Chevrolet Sail Hatchback,2013,200000,70000,Diesel,Chevrolet
Volkswagen Polo 2015-2019,2018,650000,53000,Diesel,Volkswagen
Honda City i-DTEC,2018,1031000,60000,Diesel,Honda
Hyundai EON 1.0,2018,330000,70000,Petrol,Hyundai
Hyundai Santro Era,2019,399000,4000,Petrol,Hyundai
Hyundai i10 Magna,2012,250000,103000,Petrol,Hyundai
Hyundai Grand i10,2017,600000,20000,Diesel,Hyundai
Maruti Swift VDI,2013,375000,77000,Diesel,Maruti
Volkswagen Vento Diesel,2012,375000,90000,Diesel,Volkswagen
Hyundai Verna 1.6,2013,445000,87185,Diesel,Hyundai
Hyundai i20 2015-2017,2016,611000,77000,Diesel,Hyundai
Hyundai Verna 1.4,2014,459999,110000,Diesel,Hyundai
Ford Fiesta EXi,2011,275000,120000,Diesel,Ford
Hyundai Verna 1.6,2012,390000,100000,Diesel,Hyundai
Chevrolet Spark 1.0,2007,72000,40000,Petrol,Chevrolet
Tata Indica V2,2007,90000,50000,Diesel,Tata
Toyota Etios GD,2015,500000,125000,Diesel,Toyota
Mahindra XUV500 W9,2019,1575000,18000,Diesel,Mahindra
Hyundai Grand i10,2015,511000,30000,Petrol,Hyundai
Toyota Innova Crysta,2020,1500000,40000,Petrol,Toyota
Maruti Alto 800,2013,185000,80000,Petrol,Maruti
Maruti Baleno Delta,2018,550000,30000,Petrol,Maruti
Maruti Alto K10,2017,325000,3564,Petrol,Maruti
Maruti Swift Dzire,2015,525000,80000,Diesel,Maruti
Tata Indigo CS,2012,300000,120000,Diesel,Tata
Chevrolet Beat LT,2011,120000,90000,Petrol,Chevrolet
Hyundai Santro Xing,2011,170000,50000,Petrol,Hyundai
Tata Indigo CS,2010,320000,42000,Diesel,Tata
Maruti Celerio ZXI,2016,350000,17000,Petrol,Maruti
Maruti Swift AMT,2018,500000,40000,Petrol,Maruti
Tata Indigo LS,2009,135000,137000,Diesel,Tata
Renault KWID RXL,2018,340000,20000,Petrol,Renault
Hyundai Grand i10,2020,330000,70000,Petrol,Hyundai
Maruti SX4 Vxi,2011,350000,48756,Petrol,Maruti
Toyota Fortuner 4x2,2015,1850000,30000,Diesel,Toyota
Hyundai Xcent 1.1,2016,400000,110000,Diesel,Hyundai
Ford Fiesta Classic,2014,325000,80322,Diesel,Ford
Mahindra Scorpio 1.99,2015,1000000,35000,Diesel,Mahindra
Maruti SX4 ZDI,2012,350000,70000,Diesel,Maruti
Honda Mobilio RS,2015,550000,120000,Diesel,Honda
Tata Safari Storme,2015,925000,60000,Diesel,Tata
Mahindra Scorpio VLX,2010,509999,97000,Diesel,Mahindra
Mahindra Xylo D2,2011,250000,100000,Diesel,Mahindra
Hyundai i20 Active,2015,500000,36000,Petrol,Hyundai
Hyundai Creta 1.4,2019,1050000,27000,Diesel,Hyundai
Maruti Swift Dzire,2014,490000,50000,Diesel,Maruti
Maruti Eeco 5,2020,415000,15000,Petrol,Maruti
Maruti Alto 800,2013,190000,60000,Petrol,Maruti
Maruti Swift Dzire,2018,680000,120000,Diesel,Maruti
Mahindra Scorpio 2009-2014,2013,479000,173000,Diesel,Mahindra
Maruti Alto 800,2016,270000,60000,Petrol,Maruti
Hyundai i10 Era,2008,170000,70000,Petrol,Hyundai
Maruti Ciaz 1.4,2018,764000,25000,Petrol,Maruti
Mahindra Bolero 2011-2019,2019,710000,30000,Diesel,Mahindra
Maruti Alto 800,2017,310000,35000,Petrol,Maruti
Mahindra Bolero Power,2017,620000,100000,Diesel,Mahindra
Hyundai EON Sportz,2017,280000,31000,Petrol,Hyundai
Toyota Fortuner 4x2,2015,1500000,80000,Diesel,Toyota
Hyundai Grand i10,2016,450000,40000,Petrol,Hyundai
Ford Fiesta Classic,2008,285000,60000,Petrol,Ford
Toyota Innova 2.5,2007,465000,210000,Diesel,Toyota
Volkswagen Vento Diesel,2011,350000,110000,Diesel,Volkswagen
Maruti Ertiga BSIV,2017,600000,35000,Petrol,Maruti
Maruti Baleno Delta,2017,570000,35000,Petrol,Maruti
Maruti Alto K10,2016,325000,20000,Petrol,Maruti
Mahindra XUV500 AT,2016,975000,54000,Diesel,Mahindra
Hyundai i20 2015-2017,2015,480000,60000,Petrol,Hyundai
Maruti Alto 800,2014,185000,10300,Petrol,Maruti
Hyundai Creta 1.6,2015,1050000,50000,Diesel,Hyundai
Maruti Baleno Alpha,2019,760000,3000,Petrol,Maruti
Volkswagen Polo 2015-2019,2019,570000,5000,Petrol,Volkswagen
Maruti Baleno Alpha,2018,700000,13000,Petrol,Maruti
Ford EcoSport 1.5,2015,775000,30000,Petrol,Ford
Chevrolet Spark 1.0,2010,140000,100000,Petrol,Chevrolet
Maruti Alto 800,2016,220000,40000,Petrol,Maruti
Hyundai Santro Xing,2013,184000,15000,Petrol,Hyundai
Hyundai i20 2015-2017,2017,440000,50000,Petrol,Hyundai
Hyundai i20 Active,2017,650000,80000,Diesel,Hyundai
Mahindra TUV 300,2017,660000,50000,Diesel,Mahindra
Toyota Corolla Altis,2012,415000,125000,Diesel,Toyota
Hyundai i10 Magna,2012,225000,110000,Petrol,Hyundai
Maruti Ertiga VDI,2013,600000,30000,Diesel,Maruti
Maruti Ertiga ZDI,2014,620000,148000,Diesel,Maruti
Mahindra TUV 300,2016,750000,35000,Diesel,Mahindra
Hyundai Grand i10,2016,400000,80000,Petrol,Hyundai
Tata Indica Vista,2012,119000,95000,Diesel,Tata
Honda Amaze S,2015,600000,25000,Diesel,Honda
Tata Zest Quadrajet,2014,280000,60000,Diesel,Tata
Hyundai Xcent 1.2,2017,620000,31000,Diesel,Hyundai
Maruti Swift Dzire,2017,570000,120000,Diesel,Maruti
Maruti Swift Dzire,2012,290000,105000,Diesel,Maruti
Maruti Ertiga SHVS,2016,711000,120000,Diesel,Maruti
Maruti Swift VDI,2012,370000,60000,Diesel,Maruti
Maruti Dzire LXI,2020,550000,15000,Petrol,Maruti
Maruti Swift VXI,2013,325000,150000,Petrol,Maruti
Honda Amaze VX,2018,670000,93000,Diesel,Honda
Hyundai i10 Magna,2017,385000,42000,Petrol,Hyundai
Hyundai Santro Xing,2008,114999,80000,Petrol,Hyundai
Hyundai Santro Xing,2010,200000,90000,Petrol,Hyundai
Maruti Vitara Brezza,2019,860000,6500,Diesel,Maruti
Maruti Baleno Delta,2018,600000,60000,Diesel,Maruti
Maruti Alto K10,2016,265000,110000,Petrol,Maruti
Maruti S-Cross 2017-2020,2019,900000,60000,Diesel,Maruti
Maruti Ertiga VDI,2013,650000,170000,Diesel,Maruti
Maruti Alto 800,2012,180000,80000,Petrol,Maruti
Hyundai EON Magna,2013,200000,57000,Petrol,Hyundai
Hyundai i10 Magna,2014,300000,100000,Petrol,Hyundai
Hyundai Verna 1.6,2015,650000,40000,Petrol,Hyundai
Maruti Alto 800,2014,267000,40000,Petrol,Maruti
Hyundai Grand i10,2014,400000,90000,Petrol,Hyundai
Mahindra Xylo D4,2012,310000,86000,Diesel,Mahindra
Tata Nano Cx,2009,70000,15000,Petrol,Tata
Mahindra Bolero 2011-2019,2017,675000,70000,Diesel,Mahindra
Ford Classic 1.6,2013,350000,120000,Petrol,Ford
Maruti Alto K10,2014,240000,80000,Petrol,Maruti
Tata Indigo CS,2014,185000,80000,Diesel,Tata
Hyundai EON Era,2017,250000,50000,Petrol,Hyundai
Maruti Alto LXi,2009,135000,100000,Petrol,Maruti
Hyundai Verna 1.6,2011,500000,80000,Diesel,Hyundai
Tata New Safari,2010,300000,108957,Diesel,Tata
Tata Tiago 1.2,2017,328000,68000,Petrol,Tata
Mahindra Bolero 2011-2019,2015,509999,65000,Diesel,Mahindra
Mahindra Xylo H9,2015,575000,110000,Diesel,Mahindra
Mahindra Xylo E8,2012,700000,50000,Diesel,Mahindra
Maruti Wagon R,2008,105000,100000,Petrol,Maruti
Maruti 800 AC,2008,60000,80000,Petrol,Maruti
Maruti Alto LXi,2008,112999,80000,Petrol,Maruti
Tata Indica Vista,2015,229999,120000,Diesel,Tata
Ford Figo Diesel,2012,325000,150000,Diesel,Ford
Hyundai i20 1.2,2017,650000,20000,Petrol,Hyundai
Tata Indigo LX,2009,85000,80000,Diesel,Tata
Honda Mobilio RS,2015,570000,93000,Diesel,Honda
Maruti Swift VDI,2015,525000,134000,Diesel,Maruti
Hyundai i20 Magna,2013,350000,90000,Petrol,Hyundai
Maruti Swift VXI,2007,250000,60000,Petrol,Maruti
Mahindra Xylo D2,2010,300000,120000,Diesel,Mahindra
Hyundai i20 2015-2017,2017,650000,22200,Diesel,Hyundai
Hyundai Grand i10,2018,520000,6000,Petrol,Hyundai
Maruti Swift VXI,2016,500000,32000,Petrol,Maruti
Renault KWID RXL,2016,220000,90000,Petrol,Renault
Maruti Ciaz 1.3,2017,650000,78000,Diesel,Maruti
Honda WR-V i-VTEC,2017,819999,12000,Petrol,Honda
Renault Duster 85PS,2016,645000,120000,Diesel,Renault
Maruti Ertiga SHVS,2015,780000,40000,Diesel,Maruti
Honda City 2017-2020,2008,215000,110000,Petrol,Honda
Toyota Innova 2.5,2007,600000,260000,Diesel,Toyota
Maruti Alto LX,2011,114999,10000,Petrol,Maruti
Tata Indica V2,2012,75000,12000,Petrol,Tata
Chevrolet Beat LT,2011,120000,60000,Petrol,Chevrolet
Renault KWID RXT,2016,250000,41000,Petrol,Renault
Maruti Omni E,2018,200000,25000,Petrol,Maruti
Hyundai Xcent 1.2,2015,380000,30000,Petrol,Hyundai
Honda Amaze S,2018,560000,50000,Diesel,Honda
Maruti Ignis 1.2,2018,575000,10000,Petrol,Maruti
Mahindra Bolero Power,2017,620000,40000,Diesel,Mahindra
Mahindra Scorpio VLX,2012,525000,120000,Diesel,Mahindra
Maruti Swift Dzire,2017,635000,40000,Diesel,Maruti
Renault Duster Adventure,2016,650000,80000,Diesel,Renault
Ford Figo Aspire,2017,550000,70000,Diesel,Ford
Maruti Ritz VDi,2009,145000,150000,Diesel,Maruti
Tata Indigo LS,2007,130000,100000,Diesel,Tata
Maruti Ertiga ZDI,2017,825000,79000,Diesel,Maruti
Toyota Fortuner 4x2,2015,1650000,91000,Diesel,Toyota
Maruti Vitara Brezza,2018,875000,50000,Diesel,Maruti
Maruti Ciaz ZDi,2016,650000,81000,Diesel,Maruti
Chevrolet Sail 1.3,2013,246000,56000,Diesel,Chevrolet
Honda Amaze S,2013,325000,60000,Diesel,Honda
Honda BRV i-VTEC,2017,850000,30000,Petrol,Honda
Volkswagen Vento 1.5,2015,560000,43001,Diesel,Volkswagen
Maruti Ertiga VDI,2015,575000,60000,Diesel,Maruti
Maruti Celerio VXi,2019,470000,9000,Petrol,Maruti
Tata Indigo CS,2014,221000,65000,Diesel,Tata
Toyota Innova 2.5,2014,680000,95000,Diesel,Toyota
Ford Endeavour 2.5L,2013,700000,62000,Diesel,Ford
Hyundai Creta 1.6,2015,875000,72000,Diesel,Hyundai
Hyundai Verna CRDi,2017,850000,35000,Diesel,Hyundai
Renault Duster 85PS,2013,550000,100600,Diesel,Renault
Maruti Swift Dzire,2013,480000,105000,Diesel,Maruti
Mahindra Scorpio Intelli,2017,1050000,90000,Diesel,Mahindra
Mahindra Bolero 2011-2019,2016,631000,92385,Diesel,Mahindra
Tata Nano Twist,2015,165000,25000,Petrol,Tata
Maruti Ritz VXI,2010,320000,60000,Petrol,Maruti
Maruti Ritz ZXi,2012,360000,100000,Petrol,Maruti
Hyundai Elantra GT,2006,175000,25000,Petrol,Hyundai
Hyundai i20 2015-2017,2016,725000,120000,Diesel,Hyundai
Volkswagen Polo Diesel,2011,325000,134000,Diesel,Volkswagen
Ford Figo Diesel,2014,320000,120000,Diesel,Ford
Hyundai Grand i10,2018,500000,120000,Petrol,Hyundai
Mahindra XUV500 W6,2014,825000,165000,Diesel,Mahindra
Maruti Ritz LDi,2016,350000,120000,Diesel,Maruti
Hyundai i20 1.4,2011,470000,89000,Diesel,Hyundai
Mahindra Renault Logan,2009,125000,120000,Diesel,Mahindra
Hyundai Elantra GLS,2006,140000,120000,Petrol,Hyundai
Honda Amaze VX,2013,484999,50000,Diesel,Honda
Maruti Alto 800,2018,308000,15000,Petrol,Maruti
Hyundai Grand i10,2019,570000,13000,Petrol,Hyundai
Toyota Fortuner 3.0,2010,900000,240000,Diesel,Toyota
Maruti Swift Dzire,2018,680000,28000,Petrol,Maruti
Maruti Swift Dzire,2017,700000,70000,Diesel,Maruti
Mahindra Xylo E4,2011,240000,116000,Diesel,Mahindra
Hyundai EON Era,2014,280000,90000,Petrol,Hyundai
Tata Indica Vista,2010,125000,120000,Diesel,Tata
Volkswagen Vento Diesel,2013,400000,120000,Diesel,Volkswagen
Mahindra XUV500 W6,2014,850000,120000,Diesel,Mahindra
Hyundai i20 Asta,2014,475000,83000,Diesel,Hyundai
Toyota Fortuner 2.8,2018,2900000,46000,Diesel,Toyota
Toyota Innova 2.5,2015,1100000,137000,Diesel,Toyota
Maruti Alto 800,2017,285000,25000,Petrol,Maruti
Hyundai Grand i10,2018,650000,50000,Diesel,Hyundai
Maruti A-Star Vxi,2012,275000,60000,Petrol,Maruti
Mahindra Logan Diesel,2011,229999,105000,Diesel,Mahindra
Maruti Alto K10,2015,300000,20000,Petrol,Maruti
Maruti Ertiga SHVS,2016,940000,50000,Diesel,Maruti
Maruti Ciaz ZDi,2015,600000,120000,Diesel,Maruti
Maruti Baleno Alpha,2017,800000,70000,Diesel,Maruti
Tata Tigor 1.2,2018,450000,75000,Petrol,Tata
Chevrolet Optra Magnum,2011,290000,82500,Diesel,Chevrolet
Honda Amaze VX,2014,530000,110000,Diesel,Honda
Hyundai Verna CRDi,2019,960000,20000,Diesel,Hyundai
Honda City 1.5,2009,290000,110000,Petrol,Honda
Maruti Celerio X,2017,400000,52000,Petrol,Maruti
Maruti Vitara Brezza,2017,700000,90000,Diesel,Maruti
Volkswagen Vento Diesel,2012,361000,90000,Diesel,Volkswagen
Hyundai i20 Magna,2013,390000,53000,Diesel,Hyundai
Tata Indica Vista,2012,200000,180000,Diesel,Tata
Maruti Swift VDI,2013,500000,53000,Diesel,Maruti
Maruti Alto LXi,2011,200000,50600,Petrol,Maruti
Ford EcoSport 1.5,2015,680000,50000,Petrol,Ford
Maruti Alto 800,2013,235000,52000,Petrol,Maruti
Mahindra XUV500 W11,2018,1700000,15000,Diesel,Mahindra
Mahindra XUV500 AT,2015,1200000,50000,Diesel,Mahindra
Honda City i,2014,630000,56000,Diesel,Honda
Ford Figo Aspire,2018,640000,82000,Diesel,Ford
Hyundai Xcent 1.2,2014,355000,121000,Petrol,Hyundai
Mahindra Scorpio VLX,2012,560000,101903,Diesel,Mahindra
Maruti Swift Dzire,2018,580000,120000,Diesel,Maruti
Ford Figo Diesel,2010,185000,85568,Diesel,Ford
Maruti Baleno Zeta,2019,660000,10000,Petrol,Maruti
Hyundai EON 1.0,2014,220000,10000,Petrol,Hyundai
Hyundai Santro Xing,2007,150000,60000,Petrol,Hyundai
Mahindra Scorpio M2DI,2011,484999,80000,Diesel,Mahindra
Maruti Swift LXI,2019,509999,10000,Petrol,Maruti
Mahindra Bolero 2011-2019,2014,515000,60000,Diesel,Mahindra
Chevrolet Enjoy TCDi,2014,350000,50000,Diesel,Chevrolet
Maruti Alto K10,2018,375000,11500,Petrol,Maruti
Hyundai Creta 1.4,2019,950000,15000,Diesel,Hyundai
Maruti Swift Dzire,2015,615000,32000,Diesel,Maruti
Maruti Swift LXI,2011,275000,50000,Petrol,Maruti
Maruti Eeco 5,2017,400000,10000,Petrol,Maruti
Maruti S-Cross 2017-2020,2019,930000,15000,Diesel,Maruti
Maruti Swift Dzire,2012,310000,100000,Petrol,Maruti
Toyota Innova Crysta,2016,1670000,25000,Diesel,Toyota
Maruti Swift Dzire,2013,356000,70000,Diesel,Maruti
Honda City V,2013,500000,32000,Petrol,Honda
Tata Tiago 1.2,2018,409999,35000,Petrol,Tata
Maruti Vitara Brezza,2019,980000,50000,Diesel,Maruti
Honda Jazz VX,2019,750000,3100,Petrol,Honda
Maruti Swift VDI,2013,355000,170000,Diesel,Maruti
Tata Indica Vista,2011,200000,50000,Diesel,Tata
Toyota Innova 2.5,2008,370000,120000,Diesel,Toyota
Hyundai Xcent 1.2,2015,450000,20000,Petrol,Hyundai
Hyundai Grand i10,2015,486000,10000,Petrol,Hyundai
Maruti SX4 Celebration,2011,242000,120000,Diesel,Maruti
Hyundai Grand i10,2018,580000,25000,Petrol,Hyundai
Ford EcoSport 1.5,2014,500000,130000,Diesel,Ford
Mahindra Quanto C6,2013,300000,40000,Diesel,Mahindra
Mahindra Thar DI,2016,710000,60000,Diesel,Mahindra
Maruti Swift AMT,2020,654000,1000,Petrol,Maruti
Ford Fiesta 1.6,2010,250000,47000,Petrol,Ford
Maruti Swift VXI,2019,600000,18000,Petrol,Maruti
Maruti Swift Dzire,2016,459999,60000,Petrol,Maruti
Renault KWID 1.0,2018,275000,20000,Petrol,Renault
Ford Figo 1.2P,2017,408000,60000,Petrol,Ford
Mahindra XUV500 W5,2018,1200000,25000,Diesel,Mahindra
Hyundai Xcent 1.2,2014,375000,52000,Petrol,Hyundai
Maruti Alto LXi,2006,94500,44000,Petrol,Maruti
Volkswagen Polo Petrol,2011,300000,17000,Petrol,Volkswagen
Honda City 1.5,2009,350000,35000,Petrol,Honda
Toyota Fortuner 3.0,2011,975000,120000,Diesel,Toyota
Hyundai i20 Asta,2015,600000,100000,Petrol,Hyundai
Toyota Innova 2.5,2014,700000,300000,Diesel,Toyota
Mahindra Bolero Power,2017,640000,90000,Diesel,Mahindra
Hyundai Creta 1.6,2017,1110000,186000,Diesel,Hyundai
Maruti Ertiga VDI,2014,570000,79000,Diesel,Maruti
Toyota Innova 2.5,2010,451999,120000,Diesel,Toyota
Renault KWID RXT,2016,240000,59300,Petrol,Renault
Mahindra Scorpio S2,2014,680000,120000,Diesel,Mahindra
Tata Zest Quadrajet,2015,350000,60000,Diesel,Tata
Volkswagen Vento Petrol,2012,360000,60000,Petrol,Volkswagen
Ford Figo Petrol,2010,250000,80000,Petrol,Ford
Maruti Swift VXI,2019,550000,11500,Petrol,Maruti
Hyundai EON Magna,2012,180000,56000,Petrol,Hyundai
Honda Jazz 1.5,2016,425000,68000,Diesel,Honda
Tata Tiago 1.2,2019,409999,25000,Petrol,Tata
Tata Tiago 1.2,2018,438999,25000,Petrol,Tata
Mahindra Bolero Power,2017,580000,95000,Diesel,Mahindra
Maruti Swift Dzire,2008,200000,100000,Petrol,Maruti
Maruti Ritz LDi,2011,170000,175000,Diesel,Maruti
Maruti Swift Dzire,2010,300000,60000,Petrol,Maruti
Maruti Swift Dzire,2014,409999,150000,Diesel,Maruti
Hyundai i20 1.4,2012,350000,110000,Diesel,Hyundai
Renault KWID RXL,2019,310000,25000,Petrol,Renault
Maruti Alto LXi,2010,135000,95000,Petrol,Maruti
Maruti Ritz VDi,2010,220000,100000,Diesel,Maruti
Hyundai Grand i10,2017,570000,20000,Petrol,Hyundai
Maruti Swift Dzire,2014,500000,84000,Diesel,Maruti
Hyundai i20 2015-2017,2016,875000,40000,Diesel,Hyundai
Tata Indica Vista,2011,210000,100000,Diesel,Tata
Tata Indica Vista,2011,210000,120000,Diesel,Tata
Maruti Alto LX,2011,175000,175000,Petrol,Maruti
Hyundai i20 1.2,2017,700000,30000,Petrol,Hyundai
Hyundai Grand i10,2019,550000,28000,Petrol,Hyundai
Hyundai Santro Era,2019,420000,20000,Petrol,Hyundai
Hyundai i20 Asta,2009,210000,89322,Petrol,Hyundai
Chevrolet Beat Diesel,2013,175000,76000,Diesel,Chevrolet
Maruti Alto LXi,2012,180000,70000,Petrol,Maruti
Maruti Alto LX,2007,118000,110000,Petrol,Maruti
Hyundai Verna CRDi,2007,170000,120000,Diesel,Hyundai
Maruti Zen Estilo,2009,120000,110000,Petrol,Maruti
Maruti Alto LXi,2009,170000,90000,Petrol,Maruti
Maruti Swift ZDI,2018,700000,60000,Diesel,Maruti
Mahindra Bolero 2011-2019,2014,500000,48300,Diesel,Mahindra
